id,area,currentSource,label,disposition,expectedOutcome,availability,evidence,notes
"src/ui/laser/LabsSettingsDialog.tsx:51:9","laser","src/ui/laser/LabsSettingsDialog.tsx:51","Reset all","verified-behaviour","Persist each Labs opt-in, Reset all to false, and close with Done.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineDialogControls.audit.test.tsx: Machine dialog control audit Labs toggles each remaining feature, persists them, resets all, and Done closes [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/LabsSettingsDialog.tsx:52:9","laser","src/ui/laser/LabsSettingsDialog.tsx:52","Done","verified-boundary","Persist each Labs opt-in, Reset all to false, and close with Done.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineDialogControls.audit.test.tsx: Machine dialog control audit Labs toggles each remaining feature, persists them, resets all, and Done closes [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/LabsSettingsDialog.tsx:67:7","laser","src/ui/laser/LabsSettingsDialog.tsx:67","props.row.detail","verified-behaviour","Persist each Labs opt-in, Reset all to false, and close with Done.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineDialogControls.audit.test.tsx: Machine dialog control audit Labs toggles each remaining feature, persists them, resets all, and Done closes [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/LaserRecoveryReviewDialog.tsx:157:7","laser","src/ui/laser/LaserRecoveryReviewDialog.tsx:157","Close","verified-boundary","Close the recovery review without starting or changing the capsule.","{""disabledWhen"":""starting"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/LaserRecoveryReviewDialog.test.tsx: LaserRecoveryReviewDialog reviews an exact artifact and closes without starting or mutating its capsule [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/LaserRecoveryReviewDialog.tsx:165:7","laser","src/ui/laser/LaserRecoveryReviewDialog.tsx:165","{starting ? 'Starting supervised recovery...' : 'Start supervised recovery'}","verified-boundary","Run exactly one reviewed recovery attempt, retain failure for retry, and close on success.","{""disabledWhen"":""starting"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/LaserRecoveryReviewDialog.test.tsx: LaserRecoveryReviewDialog allows one start attempt at a time, stays open on failure, and retries successfully [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/LaserWindow.tsx:249:7","laser","src/ui/laser/LaserWindow.tsx:249","Wake (Ctrl-X)","verified-boundary","Wake the connected sleeping controller through the store recovery action.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/LaserWindow-sleep-recovery.test.tsx: LaserWindow Sleep recovery shows an in-app wake control when GRBL reports Sleep [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/LaserWindow.tsx:316:9","laser","src/ui/laser/LaserWindow.tsx:316","Home ($H)","verified-boundary","Dispatch alarm recovery Home or Unlock through separate store actions.","{""disabledWhen"":null,""enclosingConditions"":[""props.homingEnabled""],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineBoundaryControls.audit.test.tsx: Machine boundary control audit alarm Home and explicit Unlock invoke separate mocked recovery actions [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/LaserWindow.tsx:324:9","laser","src/ui/laser/LaserWindow.tsx:324","Set up homing","verified-behaviour","Route unsupported Home to setup instead of dispatching $H.","{""disabledWhen"":null,""enclosingConditions"":[""not props.homingEnabled""],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/LaserWindow-alarm-recovery.test.tsx: LaserWindow alarm recovery homing capability does not send Home when the selected profile does not support $H [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/LaserWindow.tsx:338:9","laser","src/ui/laser/LaserWindow.tsx:338","$X — Unlock","verified-boundary","Dispatch alarm recovery Home or Unlock through separate store actions.","{""disabledWhen"":null,""enclosingConditions"":[""props.canUnlock""],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineBoundaryControls.audit.test.tsx: Machine boundary control audit alarm Home and explicit Unlock invoke separate mocked recovery actions [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/LiveMotionActionButton.tsx:10:5","laser","src/ui/laser/LiveMotionActionButton.tsx:10","pausing ? 'Pausing…' : 'Resuming…'","verified-boundary","Render disabled pending Pause/Resume and suppress duplicate dispatch.","{""disabledWhen"":""true"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/LiveMotionBar.test.tsx: LiveMotionBar shows token-bound 'JOB PAUSING' state and disables duplicate 'Pause' [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]
src/ui/laser/LiveMotionBar.test.tsx: LiveMotionBar shows token-bound 'JOB RESUMING' state and disables duplicate 'Resume' [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/LiveMotionActionButton.tsx:26:5","laser","src/ui/laser/LiveMotionActionButton.tsx:26","{props.label}","verified-boundary","Dispatch the state-appropriate Pause or Resume action.","{""disabledWhen"":""props.disabled"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineRunControls.audit.test.tsx: Machine run control audit Pause, Resume and Abort dispatch the matching action in their corresponding lifecycle states [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/LiveMotionBar.tsx:69:9","laser","src/ui/laser/LiveMotionBar.tsx:69","{description.abortLabel}","verified-boundary","Request Pause, Resume or software Abort through the corresponding store action.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineRunControls.audit.test.tsx: Machine run control audit Pause, Resume and Abort dispatch the matching action in their corresponding lifecycle states [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/LiveMotionBar.tsx:105:7","laser","src/ui/laser/LiveMotionBar.tsx:105","Pause","verified-boundary","Request Pause, Resume or software Abort through the corresponding store action.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineRunControls.audit.test.tsx: Machine run control audit Pause, Resume and Abort dispatch the matching action in their corresponding lifecycle states [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/LiveMotionBar.tsx:114:7","laser","src/ui/laser/LiveMotionBar.tsx:114","Resume","verified-boundary","Request Pause, Resume or software Abort through the corresponding store action.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineRunControls.audit.test.tsx: Machine run control audit Pause, Resume and Abort dispatch the matching action in their corresponding lifecycle states [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/LiveMotionBar.tsx:123:7","laser","src/ui/laser/LiveMotionBar.tsx:123","Continue","verified-boundary","Continue tool-change only with Idle and current Work-Z evidence.","{""disabledWhen"":""toolChangeBlockMessage !== null"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/LiveMotionBar.test.tsx: LiveMotionBar owns gated tool-change Continue beside the single Abort action [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/MachineSettingsPanel.tsx:61:7","laser","src/ui/laser/MachineSettingsPanel.tsx:61","Read / Backup Controller Settings","verified-behaviour","Expand and collapse this named section; preserve the surrounding project and setup state.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineUtilityControls.audit.test.tsx: Machine utility control audit controller backup disclosure opens and closes without changing the project [Rendered interaction asserts the real component UI state. The case does not establish any downstream machine or external service effect.]","Rendered interaction asserts the real component UI state. The case does not establish any downstream machine or external service effect."
"src/ui/laser/MachineSettingsPanel.tsx:68:7","laser","src/ui/laser/MachineSettingsPanel.tsx:68","Controller settings tutorial","verified-boundary","Open the machine-setup tutorial without editing the project.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/tutorials/TutorialControls.audit.test.tsx: individual tutorial control outcomes 'machine-setup' card and contextual button open the named lesson without editing the project [Shared real TutorialButton and TutorialHost binding exercised for this exact lesson; enclosing machine call site is source-traced, not individually clicked.]","Shared real TutorialButton and TutorialHost binding exercised for this exact lesson; enclosing machine call site is source-traced, not individually clicked."
"src/ui/laser/MachineSettingsPanel.tsx:100:7","laser","src/ui/laser/MachineSettingsPanel.tsx:100","Read ($$)","verified-boundary","Request read-only controller settings.","{""disabledWhen"":""props.readDisabledReason !== null"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineSettingsPanel.test.tsx: MachineSettingsPanel calls readMachineSettings when Read is clicked [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/MachineSettingsPanel.tsx:109:7","laser","src/ui/laser/MachineSettingsPanel.tsx:109","Export backup","verified-boundary","Export controller settings backup using the platform file boundary.","{""disabledWhen"":""props.exportDisabledReason !== null"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineSettingsPanel.test.tsx: MachineSettingsPanel exports visible settings through PlatformAdapter [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/MachineSetupController.tsx:130:11","laser","src/ui/laser/MachineSetupController.tsx:130","`Confirm write ${row.code}`","verified-boundary","Confirm a single setting and send exactly its reviewed value through the legacy write action.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineBoundaryControls.audit.test.tsx: Machine boundary control audit legacy guarded-write confirmation enables only the exact selected mocked setting write [Legacy exported panel is currently unmounted in the production setup flow (source reference search); component click to mocked write action verified.]","Legacy exported panel is currently unmounted in the production setup flow (source reference search); component click to mocked write action verified."
"src/ui/laser/MachineSetupController.tsx:139:9","laser","src/ui/laser/MachineSetupController.tsx:139","Write {row.code}","verified-boundary","Confirm a single setting and send exactly its reviewed value through the legacy write action.","{""disabledWhen"":""!canWrite"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineBoundaryControls.audit.test.tsx: Machine boundary control audit legacy guarded-write confirmation enables only the exact selected mocked setting write [Legacy exported panel is currently unmounted in the production setup flow (source reference search); component click to mocked write action verified.]","Legacy exported panel is currently unmounted in the production setup flow (source reference search); component click to mocked write action verified."
"src/ui/laser/MachineSetupImportExport.tsx:85:9","laser","src/ui/laser/MachineSetupImportExport.tsx:85","Export active profile","verified-boundary","Export deterministic active machine-profile JSON.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineSetupImportExport.test.tsx: Machine Setup import/export panel exports the active KerfDesk machine profile as deterministic JSON [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/MachineSetupImportExport.tsx:86:9","laser","src/ui/laser/MachineSetupImportExport.tsx:86","Import KerfDesk profile","verified-behaviour","Open and review a KerfDesk profile import, then apply the selected profile.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineSetupImportExport.test.tsx: Machine Setup import/export panel shows a success toast after applying a KerfDesk profile import [Mocked file picker supplies fixture bytes; real import parsing, review, explicit Apply and project-profile mutation are asserted. OS file selection is not exercised.]","Mocked file picker supplies fixture bytes; real import parsing, review, explicit Apply and project-profile mutation are asserted. OS file selection is not exercised."
"src/ui/laser/MachineSetupImportExport.tsx:87:9","laser","src/ui/laser/MachineSetupImportExport.tsx:87","Import LightBurn .lbdev","verified-behaviour","Parse LightBurn profile into review and apply only on explicit Apply.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineBoundaryControls.audit.test.tsx: Machine boundary control audit LightBurn import stays in review until Apply and applies only the parsed profile [Mocked file picker supplies fixture bytes; real import parsing, review, explicit Apply and project-profile mutation are asserted. OS file selection is not exercised.]","Mocked file picker supplies fixture bytes; real import parsing, review, explicit Apply and project-profile mutation are asserted. OS file selection is not exercised."
"src/ui/laser/MachineSetupImportExport.tsx:134:7","laser","src/ui/laser/MachineSetupImportExport.tsx:134","Apply imported profile","verified-behaviour","Open and review a KerfDesk profile import, then apply the selected profile.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineSetupImportExport.test.tsx: Machine Setup import/export panel shows a success toast after applying a KerfDesk profile import [Mocked file picker supplies fixture bytes; real import parsing, review, explicit Apply and project-profile mutation are asserted. OS file selection is not exercised.]","Mocked file picker supplies fixture bytes; real import parsing, review, explicit Apply and project-profile mutation are asserted. OS file selection is not exercised."
"src/ui/laser/MachineSetupImportExport.tsx:152:7","laser","src/ui/laser/MachineSetupImportExport.tsx:152","Apply imported profile","verified-behaviour","Parse LightBurn profile into review and apply only on explicit Apply.","{""disabledWhen"":""!props.review.canCreateProfile"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineBoundaryControls.audit.test.tsx: Machine boundary control audit LightBurn import stays in review until Apply and applies only the parsed profile [Mocked file picker supplies fixture bytes; real import parsing, review, explicit Apply and project-profile mutation are asserted. OS file selection is not exercised.]","Mocked file picker supplies fixture bytes; real import parsing, review, explicit Apply and project-profile mutation are asserted. OS file selection is not exercised."
"src/ui/laser/MachineSetupProfiles.tsx:123:7","laser","src/ui/laser/MachineSetupProfiles.tsx:123","CatalogApplyButton","verified-behaviour","Apply the exact selected catalog profile without overlaying detected controller values.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineSetupProfiles.test.tsx: Machine Setup profile choice applies the selected catalog profile exactly despite different detected firmware [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/MachineSetupProfiles.tsx:139:5","laser","src/ui/laser/MachineSetupProfiles.tsx:139","{label}","verified-behaviour","Apply the exact selected catalog profile without overlaying detected controller values.","{""disabledWhen"":""props.isActive"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineSetupProfiles.test.tsx: Machine Setup profile choice applies the selected catalog profile exactly despite different detected firmware [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/MachineSetupSafetyZones.tsx:31:9","laser","src/ui/laser/MachineSetupSafetyZones.tsx:31","Add zone","verified-behaviour","Add, enable/disable, and remove the chosen persisted safety zone.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineProfileControls.audit.test.tsx: Machine profile control audit setup safety zones add, disable and remove the selected persisted zone [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/MachineSetupSafetyZones.tsx:108:11","laser","src/ui/laser/MachineSetupSafetyZones.tsx:108","Enable or disable this safety zone.","verified-behaviour","Add, enable/disable, and remove the chosen persisted safety zone.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineProfileControls.audit.test.tsx: Machine profile control audit setup safety zones add, disable and remove the selected persisted zone [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/MachineSetupSafetyZones.tsx:116:9","laser","src/ui/laser/MachineSetupSafetyZones.tsx:116","Remove","verified-behaviour","Add, enable/disable, and remove the chosen persisted safety zone.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineProfileControls.audit.test.tsx: Machine profile control audit setup safety zones add, disable and remove the selected persisted zone [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/MeasuredScanOffsetApply.tsx:109:7","laser","src/ui/laser/MeasuredScanOffsetApply.tsx:109","Add measurement","verified-behaviour","Add another editable measurement row; invalid measurements keep Apply disabled.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MeasuredScanOffsetApply.test.tsx: MeasuredScanOffsetApply blocks duplicate speeds and measurements above the profile max feed [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/MeasuredScanOffsetApply.tsx:116:7","laser","src/ui/laser/MeasuredScanOffsetApply.tsx:116","Reset from profile","verified-behaviour","Restore measurement draft from saved profile or explicitly mark legacy provenance verified.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineUtilityControls.audit.test.tsx: Machine utility control audit Reset measurements restores saved offsets and legacy Mark verified records explicit provenance [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/MeasuredScanOffsetApply.tsx:123:7","laser","src/ui/laser/MeasuredScanOffsetApply.tsx:123","Apply measured offsets","verified-behaviour","Validate and save measured offsets and pending verification provenance.","{""disabledWhen"":""props.applyDisabled"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MeasuredScanOffsetApply.test.tsx: MeasuredScanOffsetApply saves measured scan offsets to the active device profile [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/MeasuredScanOffsetApply.tsx:150:11","laser","src/ui/laser/MeasuredScanOffsetApply.tsx:150","Mark verified","verified-behaviour","Record operator-verified scan-offset provenance.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MeasuredScanOffsetApply.test.tsx: MeasuredScanOffsetApply records verified provenance through an explicit nonblocking action [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/MeasuredScanOffsetApply.tsx:168:9","laser","src/ui/laser/MeasuredScanOffsetApply.tsx:168","Mark pending","verified-behaviour","Mark legacy scan-offset provenance pending without disabling its table.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MeasuredScanOffsetApply.test.tsx: MeasuredScanOffsetApply warns about legacy statusless provenance and offers pending or verified actions [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/MeasuredScanOffsetApply.tsx:176:11","laser","src/ui/laser/MeasuredScanOffsetApply.tsx:176","Mark verified","verified-behaviour","Restore measurement draft from saved profile or explicitly mark legacy provenance verified.","{""disabledWhen"":null,""enclosingConditions"":[""legacy""],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineUtilityControls.audit.test.tsx: Machine utility control audit Reset measurements restores saved offsets and legacy Mark verified records explicit provenance [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/MomentaryFireControl.tsx:31:5","laser","src/ui/laser/MomentaryFireControl.tsx:31","`Hold for low-power Fire at ${control.maxPowerPercent}%`","verified-boundary","Request capped momentary Fire on press and laser-off on blur/release.","{""disabledWhen"":""disabled"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MomentaryFireControl.test.tsx: MomentaryFireControl starts on press and hard-offs on window blur [Mocked Fire store action; repeated fail-off, keyboard, blur and unmount paths covered by companion executed cases.]","Mocked Fire store action; repeated fail-off, keyboard, blur and unmount paths covered by companion executed cases."
"src/ui/laser/NoHomingPositionChoices.tsx:24:7","laser","src/ui/laser/NoHomingPositionChoices.tsx:24","{props.releasing ? RELEASING_MOTORS_LABEL : RELEASE_MOTORS_LABEL}","verified-boundary","Confirm release and progress through the supervised hand-position workflow.","{""disabledWhen"":""props.disabled || !props.canSleep"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/NoHomingPositionGuide.test.tsx: NoHomingPositionGuide guides Release, Wake, explicit Unlock, Set origin, then Verified Origin [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/NoHomingPositionGuide.tsx:226:7","laser","src/ui/laser/NoHomingPositionGuide.tsx:226","{props.controllerSleeping ? 'Use this position' : 'Waiting for Sleep...'}","verified-boundary","Wake and explicitly unlock before establishing the new hand-positioned origin.","{""disabledWhen"":""!props.controllerSleeping"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/NoHomingPositionGuide.test.tsx: NoHomingPositionGuide guides Release, Wake, explicit Unlock, Set origin, then Verified Origin [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/NoHomingPositionGuide.tsx:249:9","laser","src/ui/laser/NoHomingPositionGuide.tsx:249","Unlock and continue","verified-boundary","Wake and explicitly unlock before establishing the new hand-positioned origin.","{""disabledWhen"":""!props.canUnlock"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/NoHomingPositionGuide.test.tsx: NoHomingPositionGuide guides Release, Wake, explicit Unlock, Set origin, then Verified Origin [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/OptimizationSettingsDialog.tsx:30:9","laser","src/ui/laser/OptimizationSettingsDialog.tsx:30","Cancel","verified-boundary","Edit the planning draft; Apply commits it and Cancel discards without extra application.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineDialogControls.audit.test.tsx: Machine dialog control audit Cut Planner edits inside-first, applies that value by button and cancels without applying again [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/OptimizationSettingsDialog.tsx:31:9","laser","src/ui/laser/OptimizationSettingsDialog.tsx:31","Apply","verified-boundary","Edit the planning draft; Apply commits it and Cancel discards without extra application.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineDialogControls.audit.test.tsx: Machine dialog control audit Cut Planner edits inside-first, applies that value by button and cancels without applying again [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/OptimizationSettingsDialog.tsx:63:9","laser","src/ui/laser/OptimizationSettingsDialog.tsx:63","orderingControlTitle ?? 'Cut enclosed paths before their containing paths.'","verified-behaviour","Edit the planning draft; Apply commits it and Cancel discards without extra application.","{""disabledWhen"":""keepsSourceOrder"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineDialogControls.audit.test.tsx: Machine dialog control audit Cut Planner edits inside-first, applies that value by button and cancels without applying again [Real local planning checkbox state changes; Apply and Cancel remain separate mocked callback boundaries.]","Real local planning checkbox state changes; Apply and Cancel remain separate mocked callback boundaries."
